targetDate,timestamp,blockNumber,reserve,symbol,liquidityIndex,currentLiquidityRate,variableBorrowIndex,currentVariableBorrowRate,currentStableBorrowRate,totalAToken,totalStableDebt,totalVariableDebt,price
2023-01-30T00:00:00Z,1675036800,16515916,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000154478707013146894884183,0.010729864292279847829475964,1.000237365017455714965154485,0.023018901832929966241885352,0.052877362729116245780235669,8218572.506701,0.0,4256628.38942,1.00020182
2023-01-31T00:00:00Z,1675123200,16523084,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000202744341740122313763963,0.015419796956746024710684818,1.000318082100392105846250101,0.027594772234141101478347259,0.053449346529267637684793408,10585713.644445,0.0,6572512.483866,0.99994455
2023-02-01T00:00:00Z,1675209600,16530247,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000245940860579369405611214,0.018812376284829831473625542,1.000394864980848998433456154,0.030479603611069040808559662,0.053809950451383630101069958,13078284.072138,0.0,8969040.646346,1.0002872
2023-02-02T00:00:00Z,1675296000,16537406,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000292451386845204008344237,0.016855206213128774284746591,1.000473798153805818740733669,0.028850578198308774870656077,0.05360632227478859685883201,14341631.073216,0.0,9309814.232952,1.0
2023-02-03T00:00:00Z,1675382400,16544547,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000340122350731297895551206,0.017498653107844091933841049,1.000552722771118936807473797,0.029396105484762997460422804,0.053674513185595374682552851,15827276.443386,0.0,10468540.107326,0.99999
2023-02-04T00:00:00Z,1675468800,16551700,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000390474608159350396366187,0.017875510420776580537728377,1.000636730031650955543019566,0.029710961871790546786306059,0.053713870233973818348288258,16072095.567532,0.0,10744375.075587,1.0
2023-02-05T00:00:00Z,1675555200,16558856,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000435186922550137392936817,0.018889255957435079122096848,1.000711108881311204299788397,0.030541819908612639254986139,0.053817727488576579906873268,17658939.104499,0.0,12135395.940531,0.99998
2023-02-06T00:00:00Z,1675641600,16566022,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000491402872040335025681759,0.025180264630483865812716151,1.00080213356498912045129879,0.035262867981709876036918543,0.054407858497713734504614818,18390824.802091,0.0,14591982.664759,1.00003298
2023-02-07T00:00:00Z,1675728000,16573189,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000545330369653691122777277,0.017876044179786278402388248,1.000886766327925909997130171,0.029711405450038985674411729,0.053713925681254873209301467,20936154.302487,0.0,13996413.828852,0.9999
2023-02-08T00:00:00Z,1675814400,16580337,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,1.000594396043538063745306145,0.019723804471074995237212072,1.000967712052865194651395294,0.031209213953713120393967318,0.053901151744214140049245914,21675405.686544,0.0,15221195.283751,1.0
